sample_id,sample,pangolin_lineage,nextclade_clade,fastqc_raw_reads_1,fastqc_raw_reads_2,depth_after_trimming,1X_coverage_after_trimming,num_pos_100X,insert_size_after_trimming,ivar_num_variants_identified,bcftools_variants_identified,bedtools_num_failed_amplicons,samtools_num_failed_amplicons,num_N,num_degenerage,num_non-ambiguous,num_total,cleaner_version,aligner_version,trimmer_version,ivar_version,nextclade_qc.overallScore,nextclade_qc.overallStatus,pangolin_conflict,pangolin_ambiguity_score,pangolin_scorpio_call,pangolin_scorpio_support,pangolin_scorpio_conflict,pangolin_scorpio_notes,pangolin_version,pangolin_pangolin_version,pangolin_scorpio_version,pangolin_constellation_version,pangolin_is_designated,pangolin_qc_status,pangolin_qc_notes,pangolin_note,freyja_summarized,freyja_lineages,freyja_abundances,freyja_resid,seqyclean_PairsKept,seqyclean_Perc_Kept
SRR13526755,SRR13526755,B.1.1.418,20B,1068040,1068040,8293.36,99.8997,29782,0,18,18,0,0,91,0,29782,29873,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,0.000000,good,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1.418(1/1),[('Other'  0.9987200000023091)],['B.1.1.418'],[0.99872],0.6667989871522338,968596,90.6891
SRR13527262,SRR13527262,B.1.1.450,20B,209689,209689,1687.27,97.4016,24644,0,11,15,1,6,5232,0,24667,29899,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,333.671111,bad,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.19,Usher placements: B.1.1.450(1/1),[('Other'  0.997939853000267)],['B.1.1.450'],[0.99793985],0.44492039882487977,193935,92.487
SRR13574337,SRR13574337,B.1.375,20C,1245538,1245538,1554.99,99.9933,29827,0,15,16,0,0,71,0,29826,29897,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,0.000000,good,0.0,,,,,,PANGO-v1.8,4.0.6,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.,[('Other'  0.9974950820017968)],['B.1.375' 'B.1.306'],[0.996375   0.00112008],1.5318447613638648,1053080,84.5482
SRR13603869,SRR13603869,B.1.427,21C (Epsilon),35473,35473,316.52,98.3982,24179,0,14,22,1,5,5657,0,24192,29849,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,393.654993,bad,0.0,,Epsilon (B.1.427-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.2,Usher placements: B.1.427(13/13),[('Epsilon'  0.9999999999999837)],['B.1.427'],[1.],2.1333243393292336,33496,94.4267
SRR13606410,SRR13606410,P.2,20B,92107,92107,1219.75,99.7358,29805,0,20,20,0,0,19,0,29805,29824,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,0.000000,good,0.0,,Zeta (P.2-like),0.86,0.14,scorpio call: Alt alleles 6; Ref alleles 1; Amb alleles 0; Oth alleles 0,PANGO-v1.8,4.0.6,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.,[('Zeta'  0.9987559999999484)],['P.2'],[0.998756],2.281432791659655,87333,94.8169
SRR13668148,SRR13668148,B.1.570,20C,200629,200629,1492.37,98.9901,23317,0,10,13,0,0,6548,0,23346,29894,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,535.493882,bad,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.22,Usher placements: B.1.570(1/1),[('Other'  0.9982710000000012)],['B.1.570'],[0.998271],0.40891938275289097,161505,80.4993
SRR13687078,SRR13687078,B.1.1.362,20B,33826,33826,296.485,99.5118,26782,0,9,11,0,1,3068,0,26828,29896,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,105.100466,bad,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.11,Usher placements: B.1.1.362(1/1),[('Other'  0.999999999999946)],['B.1.1.362'],[1.],1.2781016034105142,31549,93.2685
SRR13689874,SRR13689874,B.1.1.512,20B,301254,301254,2601.95,99.8896,29512,0,27,30,0,0,389,0,29513,29902,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,21.115600,good,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.1.512(1/1),[('Other'  0.9984619999996437)],['B.1.1.512'],[0.998462],5.739059699133654,291105,96.6311
SRR13690003,SRR13690003,B.1.2,20G,753605,753605,6275.35,99.9632,29597,0,18,45,0,0,296,7,29590,29893,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,53.340278,mediocre,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(3/3),[('Other'  0.8977417300595328)  ('Epsilon'  0.09303430966351274)],['B.1.2' 'B.1.550' 'B.1.427'],[0.67683973 0.220902   0.09303431],5.808671478208372,706369,93.732
SRR13690340,SRR13690340,B.1.232,20A,333889,333889,2691.74,100,29576,0,18,38,0,0,327,1,29575,29903,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,7.260000,good,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.232(1/1),[('Other'  0.9943996580042727)],['B.1.232' 'B.1.2' 'B.1.383' 'B.1.382'],[0.720549   0.27023337 0.00258953 0.00102775],2.5862526843447418,301041,90.162
SRR14241199,SRR14241199,B.1.526,21F (Iota),222498,222498,2842.08,99.9164,28449,0,25,28,0,0,1423,0,28449,29872,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,17.299438,good,0.0,,Iota (B.1.526-like),0.83,0.17,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Oth alleles 0,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: B.1.526(1/1),[('Iota'  0.9996070000009828)],['B.1.526'],[0.999607],3.8198925520490183,200666,90.1878
SRR16298157,SRR16298157,Unassigned,,1691,1691,0,0,0,0,0,0,98,98,0,0,0,0,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,,,,,48,2.83856
SRR16298158,SRR16298158,Unassigned,20A,300310,300310,755.487,40.4541,5484,0,8,16,68,71,24379,1,5483,29863,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,8012.149139,bad,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.82,,[('Other'  0.9975843876897825)],['B.1.177.33' 'B.1.601'],[0.99657633 0.00100806],2.2757488290680765,268801,89.5078
SRR16298159,SRR16298159,Unassigned,,27131,27131,0.253821,15.266,0,0,0,5,98,98,29069,0,0,29069,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,[('Other'  0.9978354978326749)  ('Zeta'  0.002164502164496045)],['AZ.4' 'B.1.1.174' 'B.1.1.129' 'B.1.1.57' 'B.1.1.10' 'B.1.1.398'  'B.1.1.441' 'B.1.1.447' 'B.1.1.175' 'B.1.1.376' 'B.1.1.203' 'B.1.1.500'  'B.1.1.275' 'B.1.267' 'B.1.315' 'B.1.115' 'B.1.323' 'B.1.294' 'B.1.564'  'B.1.413' 'B.1.264' 'B.1.321' 'B.1.166' 'B.1.319' 'B.1.513' 'B.1.520'  'B.1.344' 'B.1.1.185' 'B.1.1.402' 'B.1.320' 'B.1.1.169' 'B.1.1.192'  'B.1.1.34' 'B.1.1.254' 'B.1.1.166' 'B.1.1.274' 'B.1.1.83' 'B.1.1.372'  'B.1.1.33' 'B.1.1.43' 'B.1.1.122' 'B.1.1.164' 'B.1.1.200' 'B.1.1.137'  'B.1.173' 'B.1.1.134' 'B.1.1.118' 'B.1.1.148' 'B.1.1.12' 'B.1.1.168'  'B.1.1.26' 'B.1.1.485' 'B.1.1.25' 'B.1.1.378' 'B.1.1.440' 'B.1.1.438'  'B.1.510' 'B.1.485' 'B.1.1.189' 'B.1.530' 'B.1.1.75' 'B.1.1.5'  'B.1.1.222' 'B.1.1.317' 'B.1.1.220' 'B.1.1.158' 'B.1.1.464' 'B.1.1.8'  'B.1.1.423' 'B.1.1.17' 'B.1.1.257' 'B.1.1.323' 'B.1.1.458' 'B.1.1.63'  'B.1.1.45' 'B.1.1.14' 'B.1.1.384' 'B.1.1.130' 'B.1.1.261' 'B.1.1.241'  'B.1.1.253' 'B.1.1.82' 'B.1.1.204' 'B.1.1.133' 'B.1.1.115' 'B.1.1.404'  'B.1.232' 'B.1.324' 'B.1.235' 'B.1.572' 'B.1.268' 'B.1.487' 'B.1.108'  'B.1.489' 'B.1.39' 'B.1.329' 'B.1.330' 'B.1.333' 'B.1.431' 'B.1.511'  'B.1.483' 'B.1.479' 'B.1.13' 'B.1.274' 'B.1.277' 'B.1.273' 'B.1.478'  'B.1.139' 'B.1.565' 'B.1.210' 'B.1.408' 'B.1.407' 'B.1.551' 'B.1.402'  'B.1.1.205' 'B.1.1.71' 'AZ.3' 'B.3.1' 'B.60' 'B.39' 'B.35' 'B.6.6'  'B.1.67' 'B.1.76' 'B.1.215' 'B.1.8' 'B.1.81' 'B.1.201' 'B.1.395'  'B.1.383' 'B.1.142' 'B.1.145' 'B.1.143' 'B.1.78' 'B.1.195' 'B.1.134'  'B.1.545' 'B.1.378' 'B.1.199' 'B.1.91' 'B.1.179' 'B.1.70' 'B.1.377' 'B.1'  'B.34' 'B.1.194' 'B.32' 'B.15' 'B.20' 'B.1.14' 'B.27' 'B.55' 'B.26'  'B.23' 'B.6' 'B.47' 'B.57' 'B.11' 'B.10' 'B.42' 'B.45' 'B.12' 'B.28'  'B.61' 'B.33' 'B.41' 'B.29' 'B.3' 'B.30' 'B.31' 'B.40' 'B.37' 'B.1.187'  'B.1.543' 'B.1.1.142' 'B.1.248' 'B.1.250' 'B.1.1' 'B.1.382' 'B.1.219'  'B.1.96' 'B.1.153' 'B.1.393' 'B.1.416' 'B.1.233' 'B.1.229' 'B.1.556'  'B.1.381' 'B.1.243' 'B.1.239' 'B.1.397' 'B.1.400' 'B.1.238' 'B.1.558'  'B.1.399' 'B.1.401' 'B.1.240' 'B.1.249' 'B.1.254' 'B.1.252' 'B.1.1.92'  'B.1.251' 'B.1.104' 'B.58' 'B.1.391' 'B.43' 'B.1.103' 'B.1.178' 'B.1.147'  'B.1.213' 'B.1.6' 'B.1.151' 'B.1.208' 'B.1.218' 'B.1.205' 'B.1.35'  'B.1.23' 'B.1.198' 'B.1.390' 'B.1.106' 'B.1.379' 'B.1.182' 'B.1.180'  'B.1.223' 'B.1.225' 'B.1.420' 'B.1.181' 'B.1.418' 'B.1.415' 'B.1.559'  'B.1.1.41' 'B.1.1.231' 'B.1.1.310' 'B.1.164' 'B.1.466' 'B.1.456' 'B.1.36'  'B.1.184' 'B.1.627' 'B.1.398' 'B.1.1.4' 'B.1.1.216' 'B.1.1.29' 'P.7'  'AH.1' 'AH.2' 'B.1.1.467' 'B.1.1.294' 'B.1.1.344' 'B.1.1.482' 'B.1.1.322'  'B.1.428.1' 'B.1.428.2' 'B.1.165' 'B.1.521' 'B.1.435' 'B.1.433' 'B.1.9'  'B.1.443' 'B.1.170' 'B.1.162' 'B.1.36.24' 'B.1.245' 'B.1.1.308'  'B.1.1.311' 'B.1.1.16' 'B.1.1.239' 'B.1.1.89' 'B.1.1.315' 'B.1.533'  'B.1.1.136' 'B.1.1.13' 'L.2' 'B.1.1.214' 'B.1.1.226' 'B.1.1.363'  'B.1.1.373' 'B.1.494' 'B.1.571' 'B.1.120' 'B.1.579' 'B.1.314' 'B.1.448'  'B.1.596.1' 'B.1.112' 'B.1.439' 'B.1.161' 'B.1.124' 'B.1.36.7'  'B.1.36.35' 'B.1.1.107' 'B.1.428.3' 'B.1.441' 'B.1.385' 'B.1.9.1'  'B.1.9.2' 'B.1.9.4' 'B.1.9.5' 'B.1.36.34' 'B.1.36.12' 'B.1.221'  'B.1.1.348' 'C.23' 'C.36' 'B.1.1.375' 'M.2' 'B.1.1.236' 'AF.1' 'B.1.389'  'B.1.1.290' 'B.1.400.1' 'B.1.1.277' 'B.1.1.303' 'B.1.562' 'B.1.221.1'  'B.1.1.318' 'XB' 'B.1.570' 'B.1.564.1' 'B.1.36.8' 'L.4' 'B.1.36.16'  'B.1.36.1' 'B.1.469' 'B.1.214.3' 'B.1.409' 'B.1.1.523' 'P.6' 'P.2' 'C.35'  'C.13' 'C.12' 'C.27' 'C.25' 'C.3' 'C.14' 'C.1' 'C.4' 'C.32' 'C.2'  'B.1.1.269' 'B.1.1.190' 'B.1.1.207' 'B.1.1.161' 'D.4' 'B.1.1.44'  'B.1.1.159' 'B.1.1.97' 'AN.1' 'B.1.1.210' 'B.1.1.305' 'B.1.1.49'  'B.1.1.51' 'B.1.1.98' 'B.1.1.379' 'B.1.1.360' 'B.1.1.237' 'B.1.1.365'  'B.1.1.408' 'B.1.359' 'B.1.493' 'B.1.3' 'B.1.309' 'B.1.496' 'B.1.369'  'B.1.287' 'B.1.428' 'B.1.515' 'B.1.298' 'B.1.366' 'B.1.304' 'B.1.264.1'  'B.1.606' 'B.1.452' 'B.1.355' 'B.1.1.48' 'B.1.1.162' 'B.1.1.61'  'B.1.1.285' 'B.1.1.307' 'B.1.1.116' 'B.1.1.67' 'D.3' 'B.1.1.217'  'B.1.1.141' 'B.1.1.506' 'B.1.1.46' 'B.1.1.132' 'B.1.1.416' 'B.1.1.266'  'B.1.1.228' 'B.1.1.58' 'B.1.1.325' 'B.1.1.380' 'B.1.1.362' 'B.1.1.244'  'B.1.1.177' 'B.1.1.359' 'B.1.1.263' 'B.1.1.461' 'B.1.1.381' 'B.1.1.262'  'B.1.1.213' 'B.1.1.113' 'B.1.337' 'B.1.168' 'B.1.335' 'B.1.451' 'B.1.97'  'B.1.1.291' 'B.1.416.1' 'B.1.610' 'B.1.241' 'B.1.405' 'B.1.1.289'  'B.1.1.459' 'B.1.1.77' 'B.1.1.521' 'B.1.1.368' 'B.1.1.326' 'B.1.1.125'  'B.1.1.194' 'B.1.1.138' 'B.1.1.38' 'B.1.1.208' 'B.1.1.128' 'B.1.1.55'  'B.1.1.186' 'B.1.1.1' 'B.59' 'N.4' 'N.3' 'N.1' 'B.1.159' 'B.1.281'  'B.1.462' 'B.1.22' 'B.1.334' 'B.1.310' 'B.1.586' 'B.1.424' 'B.1.450'  'B.1.301' 'B.1.265' 'B.1.336' 'B.1.370' 'B.1.590' 'B.1.116' 'B.1.332'  'B.1.471' 'B.1.293' 'B.1.342' 'B.1.607' 'B.1.372' 'B.1.12' 'B.1.356'  'B.1.340' 'B.1.492' 'B.1.465' 'B.1.470' 'B.1.523' 'B'],[0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645  0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645 0.0021645],0.6309297535733255,21036,77.5349
SRR16298160,SRR16298160,Unassigned,20A,14341,14341,108.457,95.7295,11093,0,5,20,8,38,18527,0,11177,29704,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,4557.250055,bad,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.63,,[('Other'  0.9999999999986925)],['B.1.243'],[1.],1.4061221334758691,13508,94.1915
SRR16298161,SRR16298161,Unassigned,20C,188463,188463,822.63,66.5351,12630,0,12,20,26,39,16440,0,12636,29076,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,3631.195216,bad,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.58,,[('Other'  0.9993582950550222)],['B.1.2'],[0.9993583],1.984753715213297,164636,87.3572
SRR16298162,SRR16298162,Unassigned,,15303,15303,15.7096,99.1707,0,0,0,64,3,92,29782,0,0,29782,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,[('Other'  0.9999999999707732)],['B.1.400.1' 'B' 'B.1' 'B.1.399'],[0.352941 0.333333 0.254902 0.058824],4.4173170009420994,3518,22.989
SRR16298163,SRR16298163,Unassigned,,162,162,0.970204,40.3739,0,0,0,43,98,98,29677,0,0,29677,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,[('Other'  0.9999999999986484)],['B.1.36.38' 'B.1.320' 'B.1.431' 'B.1.39' 'B.1.489' 'B.1.302' 'B.1.453'  'B.1.572' 'B.1.324' 'B.1.510' 'B.1.570' 'B.1.344' 'B.1.520' 'B.1.513'  'B.1.319' 'B.1.321' 'B.1.413' 'B.1.294' 'B.1.437' 'B.1.428' 'B.1.298'  'B.1.304' 'B.1.428.3' 'B.1.428.1' 'B.1.491' 'B.1.44' 'B.1.314' 'B.1.576'  'B.1.533' 'B.1.40' 'B.1.340' 'B.1.582' 'B.1.349' 'B.1.22' 'B.1.586'  'B.1.362' 'B.1.334' 'B.1.267'],[0.03656824 0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387  0.0260387 ],2.493450309757139,136,83.9506
SRR16298164,SRR16298164,Unassigned,,37159,37159,0.0650102,4.07651,0,0,0,3,98,98,29849,0,0,29849,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,,,,,36931,99.3864
SRR16298165,SRR16298165,Unassigned,19B,533855,533855,3900.34,43.3134,10764,0,6,14,48,46,16112,0,10770,26882,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,3429.620631,bad,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.64,,[('Other'  0.9903667149857094)],['B.1.1.348'],[0.99036671],2.8796572563497858,499859,93.632
SRR16298166,SRR16298166,Unassigned,,6343,6343,0.00344447,0.344447,0,0,0,0,98,98,7101,0,0,7101,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,[],[],[],4.1425812798300395e-13,69,1.08781
SRR16298167,SRR16298167,Unassigned,,1330,1330,0.0167207,1.21393,0,0,0,0,98,98,363,0,0,363,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,,,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,failed to map,,[],[],[],6.666422494759199e-12,96,7.21805
SRR16298168,SRR16298168,A,19B,331747,331747,2780.74,98.8229,28845,0,3,7,1,1,942,0,28855,29797,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,5.653827,good,0.0,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: A(1/1),[('A'  0.9987218409994785)],['A'],[0.99872184],1.308255849188803,299640,90.3218
SRR16298169,SRR16298169,Unassigned,19B,223543,223543,1460.08,91.7968,19275,0,3,14,5,14,10413,1,19312,29726,ivar : iVar version 1.3.1,bwa : Version: 0.7.17-r1188,seqyclean : Version: 1.10.09 (2018-10-16),iVar version 1.3.1,1403.918642,bad,,,,,,,PUSHER-v1.8,4.0.6,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.36,,[('A'  0.9988582479988226)],['A'],[0.99885825],1.9567600856205867,207555,92.8479
